resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
24639,1031,8,51,7,19,\N,R,14,0.0,53,\N,\N,48,12,1:09.031,225.185,36
24640,1031,847,3,63,17,\N,R,15,0.0,49,\N,\N,49,14,1:09.317,224.256,32
24641,1031,154,210,8,15,\N,R,16,0.0,49,\N,\N,46,17,1:10.228,221.347,23
24642,1031,825,210,20,16,\N,R,17,0.0,24,\N,\N,23,20,1:10.720,219.807,23
24643,1031,840,211,18,9,\N,R,18,0.0,20,\N,\N,4,18,1:10.326,221.039,5
24644,1031,817,4,3,10,\N,R,19,0.0,17,\N,\N,8,19,1:10.610,220.150,25
24645,1031,830,9,33,2,\N,R,20,0.0,11,\N,\N,5,15,1:09.351,224.146,40
24646,1032,1,131,44,1,1,1,1,25.0,71,1:22:50.683,4970683,68,3,1:06.719,232.989,1
24647,1032,822,131,77,4,2,2,2,18.0,71,+13.719,4984402,62,7,1:07.534,230.177,1
24648,1032,830,9,33,2,3,3,3,15.0,71,+33.698,5004381,70,2,1:06.145,235.010,1
24649,1032,848,9,23,6,4,4,4,12.0,71,+44.400,5015083,67,6,1:07.299,230.981,1
24650,1032,846,1,4,9,5,5,5,10.0,71,+1:01.470,5032153,66,5,1:07.193,231.345,1
24651,1032,815,211,11,17,6,6,6,8.0,71,+1:02.387,5033070,68,4,1:07.188,231.362,1
24652,1032,840,211,18,12,7,7,7,6.0,71,+1:02.453,5033136,65,10,1:07.833,229.162,1
24653,1032,817,4,3,8,8,8,8,4.0,71,+1:02.591,5033274,65,9,1:07.832,229.166,1
24654,1032,832,1,55,3,9,9,9,3.0,70,\N,\N,68,1,1:05.619,236.894,11
24655,1032,826,213,26,13,10,10,10,1.0,70,\N,\N,60,13,1:08.378,227.336,11
24656,1032,8,51,7,16,11,11,11,0.0,70,\N,\N,57,14,1:08.382,227.322,11
24657,1032,825,210,20,15,12,12,12,0.0,70,\N,\N,69,11,1:08.009,228.569,11
24658,1032,154,210,8,0,13,13,13,0.0,70,\N,\N,69,12,1:08.047,228.442,11
24659,1032,841,51,99,19,14,14,14,0.0,70,\N,\N,54,15,1:08.512,226.891,11
24660,1032,842,213,10,7,15,15,15,0.0,70,\N,\N,69,8,1:07.827,229.183,11
24661,1032,847,3,63,11,16,16,16,0.0,69,\N,\N,36,16,1:08.601,226.597,12
24662,1032,849,3,6,18,17,17,17,0.0,69,\N,\N,68,17,1:08.806,225.922,12
24663,1032,839,4,31,5,\N,R,18,0.0,25,\N,\N,22,18,1:09.321,224.243,25
24664,1032,844,6,16,14,\N,R,19,0.0,4,\N,\N,3,19,1:35.379,162.979,130
24665,1032,20,6,5,10,\N,R,20,0.0,1,\N,\N,\N,0,\N,\N,130
24666,1033,1,131,44,1,1,1,1,26.0,70,1:36:12.473,5772473,70,1,1:16.627,205.823,1
24667,1033,830,9,33,7,2,2,2,18.0,70,+8.702,5781175,60,4,1:19.184,199.176,1
24668,1033,822,131,77,2,3,3,3,15.0,70,+9.452,5781925,66,2,1:17.665,203.072,1
24669,1033,840,211,18,3,4,4,4,12.0,70,+57.579,5830052,68,3,1:18.973,199.708,1
24670,1033,848,9,23,13,5,5,5,10.0,70,+1:18.316,5850789,68,5,1:19.440,198.534,1
24671,1033,20,6,5,5,6,6,6,8.0,69,\N,\N,49,14,1:20.363,196.254,11
24672,1033,815,211,11,4,7,7,7,6.0,69,\N,\N,39,10,1:20.090,196.923,11
24673,1033,817,4,3,11,8,8,8,4.0,69,\N,\N,46,7,1:19.532,198.305,11
24674,1033,832,1,55,9,9,9,9,2.0,69,\N,\N,68,15,1:20.477,195.976,11
24675,1033,825,210,20,0,10,10,10,1.0,69,\N,\N,67,6,1:19.457,198.492,11
24676,1033,844,6,16,6,11,11,11,0.0,69,\N,\N,64,16,1:20.821,195.142,11
24677,1033,826,213,26,17,12,12,12,0.0,69,\N,\N,51,18,1:20.946,194.841,11
24678,1033,846,1,4,8,13,13,13,0.0,69,\N,\N,42,8,1:19.945,197.280,11
24679,1033,839,4,31,14,14,14,14,0.0,69,\N,\N,40,13,1:20.261,196.503,11
24680,1033,8,51,7,20,15,15,15,0.0,69,\N,\N,67,17,1:20.889,194.978,11
24681,1033,154,210,8,0,16,16,16,0.0,69,\N,\N,61,12,1:20.232,196.574,11
24682,1033,841,51,99,19,17,17,17,0.0,69,\N,\N,44,11,1:20.096,196.908,11
24683,1033,847,3,63,12,18,18,18,0.0,69,\N,\N,67,9,1:19.984,197.184,11
24684,1033,849,3,6,15,19,19,19,0.0,65,\N,\N,64,19,1:21.198,194.236,15
24685,1033,842,213,10,10,\N,R,20,0.0,15,\N,\N,10,20,1:23.939,187.893,5
24686,1034,1,131,44,1,1,1,1,25.0,52,1:28:01.283,5281283,45,3,1:29.238,237.652,1
24687,1034,830,9,33,3,2,2,2,19.0,52,+5.856,5287139,52,1,1:27.097,243.494,1
24688,1034,844,6,16,4,3,3,3,15.0,52,+18.474,5299757,49,9,1:29.813,236.130,1
24689,1034,817,4,3,8,4,4,4,12.0,52,+19.650,5300933,49,5,1:29.482,237.004,1
24690,1034,846,1,4,5,5,5,5,10.0,52,+22.277,5303560,41,12,1:30.058,235.488,1
24691,1034,839,4,31,9,6,6,6,8.0,52,+26.937,5308220,50,6,1:29.491,236.980,1
24692,1034,842,213,10,11,7,7,7,6.0,52,+31.188,5312471,52,7,1:29.603,236.684,1
24693,1034,848,9,23,12,8,8,8,4.0,52,+32.670,5313953,52,2,1:28.689,239.123,1
24694,1034,840,211,18,6,9,9,9,2.0,52,+37.311,5318594,44,13,1:30.475,234.402,1
24695,1034,20,6,5,10,10,10,10,1.0,52,+41.857,5323140,44,15,1:30.537,234.242,1
24696,1034,822,131,77,2,11,11,11,0.0,52,+42.167,5323450,41,4,1:29.265,237.580,1
24697,1034,847,3,63,20,12,12,12,0.0,52,+52.004,5333287,41,16,1:30.862,233.404,1
24698,1034,832,1,55,7,13,13,13,0.0,52,+53.370,5334653,47,10,1:29.948,235.776,1
24699,1034,841,51,99,15,14,14,14,0.0,52,+54.205,5335488,49,17,1:30.977,233.109,1
24700,1034,849,3,6,18,15,15,15,0.0,52,+54.549,5335832,44,14,1:30.501,234.335,1
24701,1034,154,210,8,17,16,16,16,0.0,52,+55.050,5336333,49,8,1:29.782,236.212,1
24702,1034,8,51,7,16,17,17,17,0.0,51,\N,\N,49,11,1:29.973,235.710,11
24703,1034,826,213,26,19,\N,R,18,0.0,11,\N,\N,11,18,1:32.443,229.412,3
24704,1034,825,210,20,14,\N,R,19,0.0,1,\N,\N,\N,0,\N,\N,4
24705,1034,807,211,27,13,\N,W,20,0.0,0,\N,\N,\N,0,\N,\N,131
24706,1035,830,9,33,4,1,1,1,25.0,52,1:19:41.993,4781993,46,2,1:29.465,237.049,1
24707,1035,1,131,44,2,2,2,2,19.0,52,+11.326,4793319,43,1,1:28.451,239.766,1
24708,1035,822,131,77,1,3,3,3,15.0,52,+19.231,4801224,44,4,1:29.765,236.256,1
24709,1035,844,6,16,8,4,4,4,12.0,52,+29.289,4811282,39,8,1:30.552,234.203,1
24710,1035,848,9,23,9,5,5,5,10.0,52,+39.146,4821139,46,3,1:29.477,237.017,1
24711,1035,840,211,18,6,6,6,6,8.0,52,+42.538,4824531,45,15,1:30.877,233.365,1
24712,1035,807,211,27,3,7,7,7,6.0,52,+55.951,4837944,52,6,1:30.087,235.412,1
24713,1035,839,4,31,14,8,8,8,4.0,52,+1:04.773,4846766,50,10,1:30.575,234.144,1
24714,1035,846,1,4,10,9,9,9,2.0,52,+1:05.544,4847537,49,11,1:30.698,233.826,1
24715,1035,826,213,26,16,10,10,10,1.0,52,+1:09.669,4851662,52,12,1:30.738,233.723,1
24716,1035,842,213,10,7,11,11,11,0.0,52,+1:10.642,4852635,52,7,1:30.092,235.399,1
24717,1035,20,6,5,11,12,12,12,0.0,52,+1:13.370,4855363,49,13,1:30.785,233.602,1
24718,1035,832,1,55,12,13,13,13,0.0,52,+1:14.070,4856063,49,9,1:30.556,234.193,1
24719,1035,817,4,3,5,14,14,14,0.0,51,\N,\N,39,16,1:31.168,232.621,11
24720,1035,8,51,7,20,15,15,15,0.0,51,\N,\N,30,18,1:31.756,231.130,11
24721,1035,154,210,8,13,16,16,16,0.0,51,\N,\N,51,14,1:30.793,233.581,11
24722,1035,841,51,99,19,17,17,17,0.0,51,\N,\N,37,19,1:31.826,230.954,11
24723,1035,847,3,63,15,18,18,18,0.0,51,\N,\N,50,17,1:31.408,232.010,11
24724,1035,849,3,6,18,19,19,19,0.0,51,\N,\N,48,5,1:29.950,235.770,11
24725,1035,825,210,20,17,\N,R,20,0.0,43,\N,\N,39,20,1:31.830,230.944,31
24726,1036,1,131,44,1,1,1,1,25.0,66,1:31:45.279,5505279,63,2,1:19.822,209.942,1
24727,1036,830,9,33,3,2,2,2,18.0,66,+24.177,5529456,53,4,1:21.477,205.677,1
24728,1036,822,131,77,2,3,3,3,16.0,66,+44.752,5550031,66,1,1:18.183,214.343,1
24729,1036,840,211,18,5,4,4,4,12.0,65,\N,\N,56,8,1:22.024,204.306,11
24730,1036,815,211,11,4,5,5,5,10.0,65,\N,\N,58,16,1:22.515,203.090,11
24731,1036,832,1,55,7,6,6,6,8.0,65,\N,\N,59,5,1:21.771,204.938,11
24732,1036,20,6,5,11,7,7,7,6.0,65,\N,\N,48,18,1:22.707,202.618,11
24733,1036,848,9,23,6,8,8,8,4.0,65,\N,\N,41,11,1:22.194,203.883,11
24734,1036,842,213,10,10,9,9,9,2.0,65,\N,\N,44,17,1:22.543,203.021,11
24735,1036,846,1,4,8,10,10,10,1.0,65,\N,\N,56,13,1:22.392,203.393,11
24736,1036,817,4,3,13,11,11,11,0.0,65,\N,\N,51,14,1:22.464,203.215,11
24737,1036,826,213,26,12,12,12,12,0.0,65,\N,\N,47,12,1:22.336,203.531,11
24738,1036,839,4,31,15,13,13,13,0.0,65,\N,\N,65,10,1:22.174,203.933,11
24739,1036,8,51,7,14,14,14,14,0.0,65,\N,\N,47,7,1:21.888,204.645,11
24740,1036,825,210,20,16,15,15,15,0.0,65,\N,\N,64,19,1:23.474,200.757,11
24741,1036,841,51,99,20,16,16,16,0.0,65,\N,\N,47,6,1:21.801,204.863,11
24742,1036,847,3,63,18,17,17,17,0.0,65,\N,\N,37,15,1:22.503,203.119,11
24743,1036,849,3,6,19,18,18,18,0.0,64,\N,\N,60,9,1:22.030,204.291,12
24744,1036,154,210,8,17,19,19,19,0.0,64,\N,\N,64,3,1:20.409,208.409,12
24745,1036,844,6,16,9,\N,R,20,0.0,38,\N,\N,35,20,1:23.968,199.576,40
24746,1037,1,131,44,1,1,1,1,25.0,44,1:24:08.761,5048761,28,2,1:47.758,233.990,1
24747,1037,822,131,77,2,2,2,2,18.0,44,+8.448,5057209,27,5,1:47.983,233.503,1
24748,1037,830,9,33,3,3,3,3,15.0,44,+15.455,5064216,27,8,1:48.305,232.809,1
24749,1037,817,4,3,4,4,4,4,13.0,44,+18.877,5067638,44,1,1:47.483,234.589,1
24750,1037,839,4,31,6,5,5,5,10.0,44,+40.650,5089411,44,10,1:48.540,232.305,1
24751,1037,848,9,23,5,6,6,6,8.0,44,+42.712,5091473,27,12,1:48.736,231.886,1
24752,1037,846,1,4,10,7,7,7,6.0,44,+43.774,5092535,39,11,1:48.552,232.279,1
24753,1037,842,213,10,12,8,8,8,4.0,44,+47.371,5096132,29,3,1:47.839,233.815,1
24754,1037,840,211,18,9,9,9,9,2.0,44,+52.603,5101364,34,13,1:49.136,231.036,1
24755,1037,815,211,11,8,10,10,10,1.0,44,+53.179,5101940,20,9,1:48.389,232.628,1
24756,1037,826,213,26,11,11,11,11,0.0,44,+1:10.200,5118961,28,15,1:49.832,229.572,1
24757,1037,8,51,7,16,12,12,12,0.0,44,+1:11.504,5120265,28,14,1:49.822,229.593,1
24758,1037,20,6,5,14,13,13,13,0.0,44,+1:12.894,5121655,31,16,1:49.958,229.309,1
24759,1037,844,6,16,13,14,14,14,0.0,44,+1:14.920,5123681,26,4,1:47.840,233.813,1
24760,1037,154,210,8,17,15,15,15,0.0,44,+1:16.793,5125554,28,17,1:50.018,229.184,1
24761,1037,849,3,6,19,16,16,16,0.0,44,+1:17.795,5126556,32,6,1:48.048,233.362,1
24762,1037,825,210,20,20,17,17,17,0.0,44,+1:25.540,5134301,37,7,1:48.083,233.287,1
24763,1037,841,51,99,18,\N,R,18,0.0,9,\N,\N,9,19,1:51.793,225.545,3
24764,1037,847,3,63,15,\N,R,19,0.0,9,\N,\N,5,18,1:51.754,225.624,138
24765,1037,832,1,55,7,\N,W,20,0.0,0,\N,\N,\N,0,\N,\N,43
24766,1038,842,213,10,10,1,1,1,25.0,53,1:47:06.056,6426056,34,6,1:24.037,248.162,1
24767,1038,832,1,55,3,2,2,2,18.0,53,+0.415,6426471,40,2,1:23.882,248.620,1
24768,1038,840,211,18,8,3,3,3,15.0,53,+3.358,6429414,42,3,1:23.897,248.576,1
24769,1038,846,1,4,6,4,4,4,12.0,53,+6.000,6432056,50,7,1:24.232,247.587,1
24770,1038,822,131,77,2,5,5,5,10.0,53,+7.108,6433164,51,5,1:23.961,248.386,1
24771,1038,817,4,3,7,6,6,6,8.0,53,+8.391,6434447,38,4,1:23.898,248.573,1
24772,1038,1,131,44,1,7,7,7,7.0,53,+17.245,6443301,34,1,1:22.746,252.033,1
24773,1038,839,4,31,12,8,8,8,4.0,53,+18.691,6444747,52,11,1:24.490,246.831,1
24774,1038,826,213,26,11,9,9,9,2.0,53,+22.208,6448264,44,10,1:24.479,246.863,1
24775,1038,815,211,11,4,10,10,10,1.0,53,+23.224,6449280,50,8,1:24.336,247.282,1
24776,1038,849,3,6,20,11,11,11,0.0,53,+32.876,6458932,39,16,1:24.999,245.353,1
24777,1038,154,210,8,16,12,12,12,0.0,53,+35.164,6461220,48,12,1:24.785,245.972,1
24778,1038,8,51,7,14,13,13,13,0.0,53,+36.312,6462368,29,13,1:24.835,245.827,1
24779,1038,847,3,63,19,14,14,14,0.0,53,+36.593,6462649,39,9,1:24.421,247.033,1
24780,1038,848,9,23,9,15,15,15,0.0,53,+37.533,6463589,48,15,1:24.926,245.564,1
24781,1038,841,51,99,18,16,16,16,0.0,53,+55.199,6481255,43,14,1:24.856,245.766,1
24782,1038,830,9,33,5,\N,R,17,0.0,30,\N,\N,10,17,1:25.539,243.804,131
24783,1038,844,6,16,13,\N,R,18,0.0,23,\N,\N,19,19,1:26.026,242.424,3
24784,1038,825,210,20,15,\N,R,19,0.0,17,\N,\N,10,18,1:25.787,243.099,131
24785,1038,20,6,5,17,\N,R,20,0.0,6,\N,\N,4,20,1:27.107,239.415,23
24786,1039,1,131,44,1,1,1,1,26.0,59,2:19:35.060,8375060,58,1,1:18.833,239.518,1
24787,1039,822,131,77,2,2,2,2,18.0,59,+4.880,8379940,53,2,1:19.432,237.712,1
24788,1039,848,9,23,4,3,3,3,15.0,59,+8.064,8383124,51,3,1:20.039,235.909,1
24789,1039,817,4,3,8,4,4,4,12.0,59,+10.417,8385477,57,4,1:20.426,234.774,1
24790,1039,815,211,11,7,5,5,5,10.0,59,+15.650,8390710,59,5,1:20.632,234.175,1
24791,1039,846,1,4,11,6,6,6,8.0,59,+18.883,8393943,59,7,1:21.198,232.542,1
24792,1039,826,213,26,12,7,7,7,6.0,59,+21.756,8396816,51,10,1:21.458,231.800,1
24793,1039,844,6,16,5,8,8,8,4.0,59,+28.345,8403405,50,9,1:21.229,232.453,1
24794,1039,8,51,7,13,9,9,9,2.0,59,+29.770,8404830,59,6,1:21.164,232.640,1
24795,1039,20,6,5,14,10,10,10,1.0,59,+29.983,8405043,59,8,1:21.202,232.531,1
24796,1039,847,3,63,18,11,11,11,0.0,59,+32.404,8407464,58,11,1:21.645,231.269,1
24797,1039,154,210,8,15,12,12,12,0.0,59,+42.036,8417096,59,13,1:22.263,229.532,1
24798,1039,840,211,18,6,\N,R,13,0.0,42,\N,\N,42,12,1:22.068,230.077,29
24799,1039,839,4,31,10,\N,R,14,0.0,7,\N,\N,6,15,2:11.793,143.270,23
24800,1039,849,3,6,19,\N,R,15,0.0,6,\N,\N,6,14,2:11.365,143.736,4
24801,1039,825,210,20,20,\N,R,16,0.0,5,\N,\N,4,17,2:13.812,141.108,4
24802,1039,841,51,99,17,\N,R,17,0.0,5,\N,\N,4,16,2:13.809,141.111,4
24803,1039,832,1,55,9,\N,R,18,0.0,5,\N,\N,5,18,2:14.103,140.802,4
24804,1039,830,9,33,3,\N,R,19,0.0,0,\N,\N,\N,0,\N,\N,4
24805,1039,842,213,10,16,\N,R,20,0.0,0,\N,\N,\N,0,\N,\N,4
24806,1040,822,131,77,3,1,1,1,26.0,53,1:34:00.364,5640364,51,1,1:37.030,216.972,1
24807,1040,830,9,33,2,2,2,2,18.0,53,+7.729,5648093,53,3,1:37.332,216.298,1
24808,1040,1,131,44,1,3,3,3,15.0,53,+22.729,5663093,48,7,1:38.075,214.660,1
24809,1040,815,211,11,4,4,4,4,12.0,53,+30.558,5670922,52,8,1:38.141,214.515,1
24810,1040,817,4,3,5,5,5,5,10.0,53,+52.065,5692429,53,6,1:37.886,215.074,1
24811,1040,844,6,16,10,6,6,6,8.0,53,+1:02.186,5702550,47,11,1:39.053,212.540,1
24812,1040,839,4,31,7,7,7,7,6.0,53,+1:08.006,5708370,48,13,1:39.216,212.191,1
24813,1040,826,213,26,11,8,8,8,4.0,53,+1:08.740,5709104,48,12,1:39.133,212.369,1
24814,1040,842,213,10,9,9,9,9,2.0,53,+1:29.766,5730130,50,2,1:37.231,216.523,1
24815,1040,848,9,23,15,10,10,10,1.0,53,+1:37.860,5738224,51,9,1:38.377,214.001,1
24816,1040,841,51,99,17,11,11,11,0.0,52,\N,\N,44,16,1:39.766,211.021,11
24817,1040,825,210,20,18,12,12,12,0.0,52,\N,\N,52,17,1:40.380,209.731,11
24818,1040,20,6,5,14,13,13,13,0.0,52,\N,\N,46,14,1:39.588,211.398,11
24819,1040,8,51,7,19,14,14,14,0.0,52,\N,\N,37,10,1:38.858,212.960,11
24820,1040,846,1,4,8,15,15,15,0.0,52,\N,\N,50,5,1:37.377,216.198,11
24821,1040,849,3,6,20,16,16,16,0.0,52,\N,\N,47,18,1:41.044,208.352,11
24822,1040,154,210,8,16,17,17,17,0.0,52,\N,\N,44,15,1:39.614,211.343,11
24823,1040,847,3,63,13,18,18,18,0.0,52,\N,\N,52,4,1:37.352,216.254,11
24824,1040,832,1,55,6,\N,R,19,0.0,0,\N,\N,\N,0,\N,\N,3
24825,1040,840,211,18,12,\N,R,20,0.0,0,\N,\N,\N,0,\N,\N,4
24826,1041,1,131,44,2,1,1,1,25.0,60,1:35:49.641,5749641,58,2,1:28.145,210.253,1
24827,1041,830,9,33,3,2,2,2,19.0,60,+4.470,5754111,60,1,1:28.139,210.267,1
24828,1041,817,4,3,6,3,3,3,15.0,60,+14.613,5764254,53,3,1:29.584,206.876,1
24829,1041,815,211,11,9,4,4,4,12.0,60,+16.070,5765711,58,4,1:29.700,206.608,1
24830,1041,832,1,55,10,5,5,5,10.0,60,+21.905,5771546,53,6,1:30.129,205.625,1
24831,1041,842,213,10,12,6,6,6,8.0,60,+22.766,5772407,53,5,1:30.110,205.668,1
24832,1041,844,6,16,4,7,7,7,6.0,60,+30.814,5780455,54,10,1:30.712,204.303,1
24833,1041,807,211,27,20,8,8,8,4.0,60,+32.596,5782237,58,11,1:30.733,204.256,1
24834,1041,154,210,8,16,9,9,9,2.0,60,+39.081,5788722,54,14,1:31.562,202.407,1
24835,1041,841,51,99,14,10,10,10,1.0,60,+40.035,5789676,38,12,1:30.909,203.861,1
24836,1041,20,6,5,11,11,11,11,0.0,60,+40.810,5790451,43,7,1:30.408,204.990,1
24837,1041,8,51,7,19,12,12,12,0.0,60,+41.476,5791117,54,9,1:30.512,204.755,1
24838,1041,825,210,20,15,13,13,13,0.0,60,+49.585,5799226,37,8,1:30.456,204.881,1
24839,1041,849,3,6,18,14,14,14,0.0,60,+54.449,5804090,39,13,1:31.377,202.816,1
